order_id,order_date,region,category,sub_category,segment,channel,customer_tier,quantity,unit_price,revenue,cost,profit,returned
ORD-10944,2024-01-13,Midwest,Apparel,Women,Consumer,Online,Returning,8,119.49,955.88,618.46,337.42,0
ORD-12005,2024-01-13,South,Electronics,Laptops,Corporate,Online,Loyal,1,625.96,625.96,440.67,185.29,0
ORD-12025,2024-01-13,West,Electronics,Laptops,Consumer,Online,Returning,4,616.15,2464.6,1707.19,757.41,0
ORD-12348,2024-01-13,West,Office Supplies,Pens,Consumer,Online,Returning,1,20.17,20.17,12.14,8.03,0
ORD-10776,2024-01-14,South,Office Supplies,Paper,Home Office,Retail,Loyal,3,7.06,21.17,14.89,6.28,0
ORD-11090,2024-01-14,Northeast,Electronics,Accessories,Consumer,Online,Loyal,2,147.76,295.52,202.46,93.06,0
ORD-11181,2024-01-14,Midwest,Office Supplies,Paper,Consumer,Partner,Loyal,7,20.73,145.14,77.41,67.73,0
ORD-12110,2024-01-14,Midwest,Apparel,Men,Consumer,Retail,Returning,8,24.51,196.04,144.84,51.2,0
ORD-12418,2024-01-14,West,Furniture,Chairs,Consumer,Online,Loyal,4,68.18,272.71,202.71,70.0,0
ORD-10713,2024-01-15,West,Apparel,Kids,Consumer,Online,Returning,6,68.33,409.99,191.03,218.96,0
ORD-11322,2024-01-15,West,Apparel,Women,Corporate,Online,New,4,88.32,353.28,191.7,161.58,0
ORD-11400,2024-01-15,Northeast,Electronics,Phones,Consumer,Retail,Returning,1,515.66,515.66,257.38,258.28,0
ORD-11960,2024-01-15,Midwest,Furniture,Chairs,Corporate,Partner,New,4,554.38,2217.52,1411.3,806.22,0
ORD-11969,2024-01-15,Northeast,Furniture,Desks,Corporate,Online,Loyal,3,446.48,1339.44,662.78,676.66,0
ORD-12441,2024-01-15,Midwest,Apparel,Men,Home Office,Online,Returning,5,88.47,442.33,274.72,167.61,0
ORD-12457,2024-01-15,West,Apparel,Men,Consumer,Online,Loyal,2,61.74,123.48,92.35,31.13,0
ORD-10085,2024-01-16,Midwest,Electronics,Accessories,Consumer,Online,New,5,671.71,3358.54,1564.35,1794.19,0
ORD-10461,2024-01-16,Northeast,Electronics,Accessories,Corporate,Online,New,3,393.76,1181.28,565.72,615.56,0
ORD-10555,2024-01-16,South,Furniture,Chairs,Consumer,Partner,Loyal,6,185.28,1111.68,587.56,524.12,0
ORD-11002,2024-01-16,Northeast,Apparel,Men,Corporate,Retail,Loyal,1,99.72,99.72,72.31,27.41,0
ORD-11388,2024-01-16,South,Office Supplies,Binders,Consumer,Online,Returning,6,19.17,115.03,81.03,34.0,0
ORD-11651,2024-01-16,Midwest,Apparel,Kids,Consumer,Partner,Returning,8,58.63,469.01,272.33,196.68,0
ORD-11728,2024-01-16,Midwest,Apparel,Women,Corporate,Online,New,8,53.72,429.79,297.26,132.53,0
ORD-12007,2024-01-16,Midwest,Electronics,Laptops,Consumer,Retail,Returning,4,888.45,3553.8,2065.84,1487.96,0
ORD-12084,2024-01-16,West,Apparel,Kids,Consumer,Online,Loyal,4,46.08,184.34,106.14,78.2,0
ORD-12219,2024-01-16,South,Electronics,Phones,Corporate,Partner,New,2,827.2,1654.4,1145.71,508.69,0
ORD-12278,2024-01-16,Northeast,Office Supplies,Paper,Corporate,Partner,Returning,4,24.51,98.05,70.33,27.72,0
ORD-10338,2024-01-17,West,Apparel,Kids,Consumer,Retail,Returning,6,111.71,670.25,433.47,236.78,0
ORD-10361,2024-01-17,South,Apparel,Men,Home Office,Online,Returning,4,118.49,473.96,336.58,137.38,0
ORD-10690,2024-01-17,Midwest,Electronics,Phones,Corporate,Retail,Returning,6,354.77,2128.64,1579.55,549.09,0
ORD-11808,2024-01-17,Northeast,Furniture,Storage,Home Office,Retail,Returning,7,512.6,3588.22,2333.31,1254.91,0
ORD-12191,2024-01-17,Northeast,Apparel,Women,Corporate,Online,New,6,93.19,559.12,313.35,245.77,0
ORD-10755,2024-01-18,West,Office Supplies,Binders,Consumer,Partner,New,7,17.23,120.63,61.73,58.9,0
ORD-11326,2024-01-18,Northeast,Office Supplies,Binders,Consumer,Online,Returning,4,30.35,121.39,75.2,46.19,0
ORD-12012,2024-01-18,West,Apparel,Men,Consumer,Online,Returning,6,44.59,267.56,144.72,122.84,1
ORD-12271,2024-01-18,West,Office Supplies,Pens,Consumer,Online,Returning,8,33.73,269.86,138.64,131.22,0
ORD-10108,2024-01-19,Northeast,Office Supplies,Paper,Corporate,Partner,Returning,5,23.09,115.46,78.05,37.41,0
ORD-10370,2024-01-19,South,Furniture,Chairs,Consumer,Online,New,3,206.41,619.23,384.97,234.26,0
ORD-10376,2024-01-19,Midwest,Furniture,Desks,Corporate,Partner,Returning,6,497.79,2986.75,1810.93,1175.82,0
ORD-11665,2024-01-19,Northeast,Electronics,Laptops,Consumer,Retail,Returning,1,158.27,158.27,111.52,46.75,0
ORD-12026,2024-01-19,Northeast,Apparel,Kids,Consumer,Partner,Returning,7,17.48,122.37,88.91,33.46,0
ORD-10419,2024-01-20,West,Furniture,Storage,Corporate,Online,Loyal,5,52.51,262.57,159.92,102.65,0
ORD-11340,2024-01-20,South,Office Supplies,Paper,Consumer,Online,Loyal,6,33.16,198.94,106.25,92.69,0
ORD-11396,2024-01-20,Midwest,Apparel,Kids,Corporate,Retail,Returning,3,101.86,305.57,177.36,128.21,0
ORD-11604,2024-01-20,South,Apparel,Kids,Corporate,Online,Returning,1,94.65,94.65,56.97,37.68,0
ORD-11642,2024-01-20,West,Apparel,Women,Consumer,Partner,New,5,68.8,344.0,181.98,162.02,0
ORD-11691,2024-01-20,Northeast,Apparel,Women,Corporate,Online,Loyal,5,44.82,224.08,104.06,120.02,0
ORD-10024,2024-01-21,Midwest,Office Supplies,Paper,Corporate,Online,Returning,7,37.25,260.77,130.06,130.71,0
ORD-10278,2024-01-21,Northeast,Office Supplies,Binders,Consumer,Retail,Returning,6,21.01,126.07,81.37,44.7,0
ORD-10440,2024-01-21,Northeast,Furniture,Storage,Consumer,Online,Loyal,8,229.5,1836.01,1116.17,719.84,0
ORD-10705,2024-01-21,Northeast,Office Supplies,Pens,Consumer,Online,Loyal,5,17.81,89.06,48.44,40.62,0
ORD-11028,2024-01-21,South,Apparel,Men,Consumer,Online,Returning,1,43.31,43.31,19.81,23.5,0
ORD-11172,2024-01-21,South,Furniture,Chairs,Home Office,Online,Returning,2,520.35,1040.7,489.05,551.65,0
ORD-11440,2024-01-21,Midwest,Furniture,Chairs,Corporate,Retail,Returning,7,442.93,3100.5,1550.09,1550.41,0
ORD-12392,2024-01-21,Midwest,Furniture,Storage,Consumer,Retail,New,2,537.76,1075.53,694.96,380.57,0
ORD-12433,2024-01-21,West,Office Supplies,Pens,Consumer,Online,New,7,7.54,52.8,23.86,28.94,0
ORD-10184,2024-01-22,Midwest,Apparel,Kids,Home Office,Online,Loyal,4,51.6,206.4,143.45,62.95,0
ORD-10213,2024-01-22,Midwest,Apparel,Men,Home Office,Online,Loyal,8,37.55,300.36,152.03,148.33,0
ORD-10445,2024-01-22,South,Office Supplies,Pens,Consumer,Retail,New,1,26.7,26.7,13.01,13.69,0
ORD-10736,2024-01-22,West,Office Supplies,Paper,Home Office,Online,New,3,21.62,64.86,42.93,21.93,0
ORD-10970,2024-01-22,Midwest,Furniture,Chairs,Home Office,Online,Returning,7,418.64,2930.51,1751.47,1179.04,0
ORD-11110,2024-01-22,Northeast,Office Supplies,Pens,Corporate,Online,Returning,7,30.52,213.63,102.29,111.34,0
ORD-11577,2024-01-22,Midwest,Apparel,Men,Consumer,Retail,New,2,108.0,216.0,115.48,100.52,0
ORD-11618,2024-01-22,Northeast,Electronics,Laptops,Home Office,Online,New,5,744.11,3720.55,2133.23,1587.32,0
ORD-11875,2024-01-22,Northeast,Electronics,Phones,Corporate,Partner,New,3,656.93,1970.8,947.64,1023.16,0
ORD-12082,2024-01-22,Northeast,Furniture,Chairs,Consumer,Online,New,7,196.01,1372.06,730.25,641.81,0
ORD-12277,2024-01-22,West,Office Supplies,Paper,Consumer,Online,Loyal,5,35.56,177.78,123.24,54.54,0
ORD-10453,2024-01-23,Northeast,Electronics,Laptops,Corporate,Retail,Loyal,4,561.83,2247.34,1109.44,1137.9,0
ORD-11093,2024-01-23,South,Electronics,Phones,Home Office,Online,Returning,2,376.4,752.81,465.91,286.9,0
ORD-11214,2024-01-23,Northeast,Office Supplies,Paper,Consumer,Online,Loyal,4,31.54,126.15,64.61,61.54,0
ORD-11463,2024-01-23,Midwest,Furniture,Chairs,Corporate,Online,New,5,449.41,2247.07,1488.62,758.45,1
ORD-11623,2024-01-23,South,Furniture,Chairs,Home Office,Retail,Loyal,6,385.79,2314.73,1627.98,686.75,0
ORD-11947,2024-01-23,Midwest,Furniture,Chairs,Consumer,Retail,Loyal,8,465.21,3721.69,2785.18,936.51,0
ORD-12286,2024-01-23,South,Apparel,Kids,Consumer,Online,Returning,1,94.94,94.94,62.11,32.83,0
ORD-12329,2024-01-23,West,Office Supplies,Paper,Consumer,Partner,Loyal,2,3.4,6.8,4.89,1.91,0
ORD-10048,2024-01-24,South,Electronics,Accessories,Corporate,Online,Loyal,8,164.12,1312.97,725.04,587.93,0
ORD-10204,2024-01-24,West,Apparel,Men,Home Office,Retail,Returning,2,74.2,148.4,80.31,68.09,0
ORD-10257,2024-01-24,Midwest,Electronics,Phones,Consumer,Partner,Loyal,5,800.35,4001.75,2281.93,1719.82,0
ORD-10292,2024-01-24,South,Electronics,Accessories,Consumer,Partner,Returning,5,764.6,3822.98,2470.04,1352.94,0
ORD-11536,2024-01-24,Midwest,Apparel,Women,Corporate,Online,Returning,3,67.89,203.67,121.08,82.59,0
ORD-11684,2024-01-24,Northeast,Office Supplies,Paper,Home Office,Partner,Returning,4,36.62,146.49,83.52,62.97,0
ORD-11923,2024-01-24,West,Apparel,Men,Consumer,Retail,New,2,26.18,52.36,26.61,25.75,1
ORD-11104,2024-01-25,Northeast,Furniture,Chairs,Corporate,Online,New,7,599.69,4197.86,1932.81,2265.05,0
ORD-11636,2024-01-25,Midwest,Apparel,Kids,Consumer,Retail,Returning,3,43.86,131.59,87.1,44.49,0
ORD-11741,2024-01-25,Northeast,Furniture,Storage,Consumer,Retail,New,1,85.13,85.13,46.99,38.14,0
ORD-12226,2024-01-25,Northeast,Electronics,Accessories,Home Office,Retail,New,4,797.34,3189.35,1491.93,1697.42,0
ORD-12312,2024-01-25,Midwest,Electronics,Accessories,Corporate,Retail,Loyal,7,279.25,1954.78,1272.04,682.74,0
ORD-10348,2024-01-26,Northeast,Apparel,Women,Consumer,Online,Returning,3,74.99,224.97,139.11,85.86,0
ORD-10364,2024-01-26,West,Furniture,Desks,Consumer,Online,Loyal,8,211.93,1695.45,1222.59,472.86,0
ORD-11439,2024-01-26,Midwest,Apparel,Kids,Consumer,Partner,Returning,4,43.25,172.99,100.53,72.46,0
ORD-11737,2024-01-26,South,Office Supplies,Pens,Consumer,Retail,Loyal,4,18.65,74.58,46.45,28.13,1
ORD-11976,2024-01-26,Northeast,Office Supplies,Paper,Consumer,Online,New,7,18.0,126.03,93.35,32.68,0
ORD-10083,2024-01-27,South,Office Supplies,Pens,Consumer,Retail,New,8,34.28,274.23,186.14,88.09,0
ORD-10304,2024-01-27,Northeast,Furniture,Desks,Corporate,Retail,Returning,7,194.7,1362.9,909.53,453.37,0
ORD-10691,2024-01-27,West,Apparel,Men,Home Office,Online,Loyal,3,67.95,203.84,130.34,73.5,0
ORD-10801,2024-01-27,West,Furniture,Storage,Consumer,Online,Returning,2,266.29,532.57,296.37,236.2,0
ORD-11064,2024-01-27,Northeast,Furniture,Chairs,Home Office,Retail,New,8,495.23,3961.8,1971.56,1990.24,0
ORD-11467,2024-01-27,South,Office Supplies,Paper,Corporate,Retail,Loyal,6,26.26,157.57,116.2,41.37,0
ORD-11950,2024-01-27,West,Apparel,Kids,Consumer,Partner,Returning,6,97.98,587.86,291.29,296.57,0
ORD-10227,2024-01-28,West,Office Supplies,Paper,Consumer,Retail,Returning,8,9.32,74.57,35.39,39.18,0
ORD-10432,2024-01-28,South,Electronics,Laptops,Consumer,Retail,Loyal,8,662.06,5296.45,3370.05,1926.4,0
ORD-10977,2024-01-28,Midwest,Office Supplies,Paper,Home Office,Retail,Returning,5,31.51,157.53,85.16,72.37,0
ORD-11095,2024-01-28,Midwest,Apparel,Men,Consumer,Partner,Returning,6,81.81,490.83,359.08,131.75,0
ORD-11248,2024-01-28,South,Office Supplies,Pens,Consumer,Online,Loyal,6,33.84,203.02,117.86,85.16,0
ORD-11592,2024-01-28,West,Office Supplies,Pens,Corporate,Online,New,5,15.08,75.38,39.92,35.46,0
ORD-12152,2024-01-28,Northeast,Office Supplies,Pens,Home Office,Online,Loyal,4,6.41,25.65,15.44,10.21,0
ORD-12395,2024-01-28,South,Apparel,Kids,Corporate,Retail,Returning,1,68.49,68.49,31.2,37.29,0
ORD-12406,2024-01-28,Northeast,Apparel,Kids,Corporate,Online,Returning,5,86.66,433.28,240.24,193.04,0
ORD-10161,2024-01-29,Midwest,Electronics,Accessories,Consumer,Retail,Returning,6,544.0,3264.01,1510.47,1753.54,0
ORD-10548,2024-01-29,West,Electronics,Laptops,Consumer,Retail,Returning,1,451.8,451.8,217.04,234.76,0
ORD-10852,2024-01-29,Midwest,Apparel,Kids,Consumer,Retail,New,4,117.83,471.34,249.68,221.66,0
ORD-12101,2024-01-29,Northeast,Apparel,Women,Consumer,Online,Loyal,6,30.92,185.55,134.26,51.29,0
ORD-12106,2024-01-29,West,Office Supplies,Paper,Consumer,Online,Loyal,8,32.12,256.92,122.78,134.14,0
ORD-12156,2024-01-29,West,Office Supplies,Pens,Home Office,Partner,Loyal,7,18.71,130.95,59.82,71.13,0
ORD-12295,2024-01-29,South,Office Supplies,Binders,Corporate,Online,Returning,8,19.54,156.33,108.4,47.93,0
ORD-12336,2024-01-29,South,Apparel,Kids,Consumer,Partner,Loyal,4,42.83,171.33,115.64,55.69,0
ORD-10216,2024-01-30,South,Apparel,Kids,Corporate,Partner,Loyal,2,98.08,196.16,131.65,64.51,0
ORD-11174,2024-01-30,West,Furniture,Chairs,Home Office,Online,Returning,8,582.08,4656.62,2306.33,2350.29,0
ORD-11504,2024-01-30,West,Apparel,Women,Consumer,Partner,Returning,3,67.12,201.37,102.58,98.79,0
ORD-11722,2024-01-30,West,Office Supplies,Paper,Corporate,Retail,New,1,6.2,6.2,3.39,2.81,0
ORD-11931,2024-01-30,Northeast,Furniture,Storage,Corporate,Online,Loyal,7,479.18,3354.24,2376.77,977.47,0
ORD-12211,2024-01-30,Northeast,Office Supplies,Paper,Corporate,Online,Returning,2,32.56,65.11,38.08,27.03,0
ORD-12416,2024-01-30,South,Electronics,Phones,Consumer,Retail,Returning,3,370.36,1111.09,824.15,286.94,0
ORD-10013,2024-01-31,Northeast,Furniture,Chairs,Home Office,Online,New,8,122.77,982.17,581.25,400.92,0
ORD-10472,2024-01-31,West,Furniture,Desks,Consumer,Online,Returning,5,275.64,1378.22,882.31,495.91,0
ORD-10998,2024-01-31,South,Electronics,Phones,Corporate,Online,Loyal,3,342.01,1026.04,666.12,359.92,0
ORD-11258,2024-01-31,West,Apparel,Women,Consumer,Online,New,4,112.75,451.0,271.06,179.94,0
ORD-11410,2024-01-31,Northeast,Office Supplies,Pens,Home Office,Retail,New,6,10.85,65.1,37.12,27.98,0
ORD-11864,2024-01-31,South,Furniture,Desks,Corporate,Online,Returning,7,596.49,4175.43,2989.69,1185.74,0
ORD-12188,2024-01-31,South,Apparel,Women,Corporate,Online,Returning,7,96.21,673.46,406.06,267.4,0
ORD-10398,2024-02-01,Midwest,Apparel,Kids,Corporate,Retail,Returning,1,104.4,104.4,55.68,48.72,1
ORD-10964,2024-02-01,South,Furniture,Storage,Consumer,Online,Loyal,1,162.33,162.33,104.41,57.92,0
ORD-11752,2024-02-01,Northeast,Electronics,Laptops,Consumer,Online,New,5,195.47,977.33,638.53,338.8,0
ORD-10179,2024-02-02,Midwest,Electronics,Accessories,Consumer,Online,New,8,512.73,4101.81,2568.15,1533.66,0
ORD-10737,2024-02-02,Midwest,Furniture,Storage,Consumer,Retail,Returning,3,469.43,1408.3,1020.8,387.5,0
ORD-10980,2024-02-02,South,Office Supplies,Pens,Corporate,Online,Returning,5,28.52,142.59,106.76,35.83,0
ORD-10444,2024-02-03,Northeast,Apparel,Men,Consumer,Partner,Returning,8,34.53,276.25,155.95,120.3,0
ORD-10850,2024-02-03,South,Office Supplies,Paper,Consumer,Online,Returning,2,19.99,39.99,28.87,11.12,0
ORD-10996,2024-02-03,South,Electronics,Laptops,Consumer,Retail,New,3,179.23,537.69,313.92,223.77,0
ORD-11045,2024-02-03,South,Electronics,Phones,Consumer,Retail,Returning,7,722.65,5058.58,3407.38,1651.2,0
ORD-11252,2024-02-03,Northeast,Electronics,Laptops,Consumer,Retail,Loyal,3,771.95,2315.85,1102.0,1213.85,0
ORD-11399,2024-02-03,Midwest,Office Supplies,Paper,Corporate,Online,Returning,5,18.91,94.55,52.23,42.32,0
ORD-12207,2024-02-03,West,Apparel,Kids,Consumer,Online,New,1,116.87,116.87,53.39,63.48,0
